0,0,233,190,66.79906501501138,52,98,406.6666564941406,631.5,452.0,575.8571166992188,58.33333206176758,44.5,24.0,25.571428298950195
0,0,233,190,97.5129282086412,4,94,536.5,387.5,408.0,449.5,104.0,43.0,38.0,35.5
0,0,234,191,102.49765419384651,492,424,553.5,409.20001220703125,420.6666564941406,548.5,54.0,38.20000076293945,30.66666603088379,27.5
0,0,234,191,100.86893849246582,178,56,548.0,536.5,405.3333435058594,389.75,50.0,49.0,55.0,48.25
0,0,233,186,101.95394609533015,158,180,547.0,406.0,402.5,424.6666564941406,91.0,54.0,43.0,33.66666793823242
0,0,233,186,103.35140248202406,294,120,548.0,412.3999938964844,576.0,443.75,50.0,38.0,25.0,16.75
0,0,233,186,102.61601171983683,16,184,526.0,385.5,423.75,457.6666564941406,92.0,42.5,35.75,23.66666603088379
0,0,232,193,102.41894369344786,524,160,525.5,631.75,509.0,433.6666564941406,92.0,42.25,34.0,24.33333396911621
0,0,234,190,103.14449791986293,628,170,402.0,520.0,386.79998779296875,421.0,100.0,68.5,36.0,33.5
0,0,234,190,105.71820674115703,174,54,520.0,520.6666870117188,388.3333435058594,385.6666564941406,89.0,67.33333587646484,63.0,42.0
0,0,235,193,105.87693459141411,502,144,521.6666870117188,390.0,385.6666564941406,508.6666564941406,91.0,64.5,41.66666793823242,35.33333206176758
0,0,237,193,105.55321296200624,142,218,525.5,472.0,435.79998779296875,578.7142944335938,92.0,35.5,15.399999618530273,24.428571701049805
0,0,237,193,105.01743489354986,146,52,390.0,394.6666564941406,454.0,525.5,63.25,49.0,33.5,30.5
0,0,237,193,104.94093268828166,174,142,402.0,386.3333435058594,380.5,419.5,100.0,51.0,41.0,37.5
0,0,237,193,105.5144828974534,296,120,414.5,442.3333435058594,579.0,598.5,31.5,19.0,24.25,22.83333396911621
0,0,237,193,106.15428667766251,490,422,526.0,404.3333435058594,423.5,451.25,92.5,55.33333206176758,41.0,24.25
0,0,237,197,106.03570962027061,178,54,523.3333129882812,385.0,404.0,409.79998779296875,88.0,63.0,54.5,38.0
0,0,237,197,105.72351349904518,624,170,546.5,525.5,408.6666564941406,441.3333435058594,93.5,93.0,41.66666793823242,20.0
0,0,237,197,106.1435761659117,516,438,525.0,400.0,449.8333435058594,439.0,92.66666412353516,56.25,20.16666603088379,21.5
0,0,237,197,106.38208922306846,16,294,526.0,505.5,548.0,402.0,92.5,72.5,49.5,54.5
0,0,237,197,74.18071302530804,174,54,402.0,518.0,415.0,583.1428833007812,100.0,68.33333587646484,38.599998474121094,21.571428298950195
0,0,233,192,105.6552116747105,492,424,550.0,632.5,420.25,439.5,93.5,37.0,33.5,19.75
0,0,236,196,73.70867736167476,152,56,537.0,514.0,392.79998779296875,425.0,93.0,68.0,62.0,40.5
